"OBJECTID_1","OBJECTID_2","name","SOURCE","DEFINITION","ADM1_NAME","ADM2_NAME","RELIABILIT","X_COORD","Y_COORD","P_CODE","MGRS_CODE","Profile_Ma","market_settlement","Id","hex_4000km_market","geometry"
3689,3692,"Dhuurey","UNDP - 2006, UNDP - 1997","Settlement","Bakool","Rab Dhuure","Verified",42.91916,4.26193,"NB-3813-T21-001","38NKK6904071391",NA,"NB-3813-T21-001",0,"L-42",c(42.91916, 4.26193)
3720,3723,"Dif","FSAU","Settlement","Lower Juba","Afmadow","Verified",41.06157,0.96249,"NA-3716-A13-001","37NGB2941806453",NA,"NA-3716-A13-001",0,"B-59",c(41.06157, 0.96249)
3723,3726,"Digto","UNDP - 1997","Settlement","Bay","Baidoa","Verified",44.2327,3.3015,"NA-3802-S17-001","38NMJ1475664951",NA,"NA-3802-S17-001",0,"T-47",c(44.2327, 3.3015)
3732,3735,"Diinlaawe","UNDP - 2006, UNDP - 1997","Settlement","Middle Shabelle","Jowhar","Verified",45.5098,3.04123,"NA-3803-Z12-002","38NNJ5664936163",NA,"NA-3803-Z12-002",0,"AB-48",c(45.5098, 3.04123)
3737,3740,"Diinsoor","UNDP - 1997, FSAU","District Capital","Bay","Diinsoor","Verified",42.976551,2.40735,"NA-3805-Q22-003","38NKH7499166253","Diinsoor","NA-3805-Q22-003",0,"M-51",c(42.976551, 2.40735)
3742,3745,"Xawo Tako","UNDP - 2006","Part of town","Bay","Diinsoor","Verified",42.9768,2.40526,"NA-3805-Q22-001","38NKH7501866021",NA,"NA-3805-Q22-001",0,"M-51",c(42.9768, 2.40526)
3782,3785,"Doygab","INGO - 2010","Settlement","Bakool","Xudur","Unverified",44.19407249,3.956744719,"NA-3802-B16-002","38NMK1052937389",NA,"NA-3802-B16-002",0,"T-43",c(44.19407249, 3.956744719)
3788,3791,"Dubi Gas","UNDP - 2006","Settlement","Bay","Baidoa","Verified",43.49606,3.38531,"NA-3801-Q33-005","38NLJ3292074312",NA,"NA-3801-Q33-005",0,"P-46",c(43.49606, 3.38531)
3817,3820,"Dugow-Dugow","UNDP - 2006","Settlement","Bay","Baidoa","Verified",43.5314,3.13873,"NA-3802-W01-015","38NLJ3680747041",NA,"NA-3802-W01-015",0,"P-48",c(43.5314, 3.13873)
3854,3857,"Dure Emed","UNDP - 1997","Settlement","Bay","Qansax Dheere","Verified",42.929741,2.83366,"NA-3805-D21-001","38NKJ6986113412",NA,"NA-3805-D21-001",0,"M-49",c(42.929741, 2.83366)
3864,3867,"Dusta","UNDP - 1997","Settlement","Bay","Baidoa","Verified",43.338131,2.96734,"NA-3805-A30-003","38NLJ1529528121",NA,"NA-3805-A30-003",0,"O-48",c(43.338131, 2.96734)
3875,3878,"Duuray","UNDP - 2006","Settlement","Bay","Qansax Dheere","Verified",42.9288,2.83263,"NA-3805-E21-004","38NKJ6975613299",NA,"NA-3805-E21-004",0,"M-49",c(42.9288, 2.83263)
3878,3881,"Duurey","UNDP - 2006","Settlement","Bay","Baidoa","Verified",43.4108,2.95183,"NA-3805-B32-007","38NLJ2337226394",NA,"NA-3805-B32-007",0,"O-48",c(43.4108, 2.95183)
3902,3905,"Eedkiyaal","UNDP - 2006","Settlement","Bakool","Xudur","Verified",44.01562,4.00345,"NB-3814-Z12-005","38NLK9072342574",NA,"NB-3814-Z12-005",0,"S-43",c(44.01562, 4.00345)
3975,3978,"El Garas","UNDP - 2006, UNDP - 1997, FSAU","Settlement","Bakool","Xudur","Verified",44.21327,4.1514,"NB-3814-W16-001","38NMK1268258905",NA,"NB-3814-W16-001",0,"T-42",c(44.21327, 4.1514)
4112,4115,"Far Janno","UNDP - 2006","Settlement","Lower Shabelle","Sablaale","Verified",43.72362,1.17803,"NA-3810-V05-003","38NLG5798830240",NA,"NA-3810-V05-003",0,"Q-57",c(43.72362, 1.17803)
4159,4162,"Farxaane","UNDP - 2006, UNDP - 1997","Settlement","Lower Shabelle","Qoryooley","Verified",44.52132,1.75139,"NA-3810-F23-002","38NMG4675893588",NA,"NA-3810-F23-002",0,"V-55",c(44.52132, 1.75139)
4201,4204,"Fool Feyle","UNDP - 2006","Settlement","Bay","Baidoa","Verified",43.15472,3.03377,"NA-3801-Z26-004","38NKJ9491635500",NA,"NA-3801-Z26-004",0,"N-48",c(43.15472, 3.03377)
4261,4264,"Gaaloolow","UNDP - 1997","Settlement","Bay","Baidoa","Verified",43.554531,3.30225,"NA-3802-S02-001","38NLJ3940365118",NA,"NA-3802-S02-001",0,"P-47",c(43.554531, 3.30225)
4320,4323,"Gaduuday","UNDP - 1997, FSAU","Settlement","Bay","Diinsoor","Verified",42.583519,1.83831,"NA-3809-D13-001","38NKH3116303371",NA,"NA-3809-D13-001",0,"K-54",c(42.583519, 1.83831)
4415,4418,"Galoole","UNDP - 2006","Settlement","Bay","Baidoa","Verified",43.80567,3.59264,"NA-3802-K07-005","38NLJ6735097186",NA,"NA-3802-K07-005",0,"R-45",c(43.80567, 3.59264)
4425,4428,"Galooley","UNDP - 2006, UNDP - 1997","Settlement","Middle Juba","Saakow","Verified",42.57114,1.82279,"NA-3809-E13-003","38NKH2978301656",NA,"NA-3809-E13-003",0,"K-54",c(42.57114, 1.82279)
4540,4543,"Garas Weyne","UNDP - 2006, UNDP - 1997","Settlement","Lower Shabelle","Afgooye","Verified",45.24974,2.33778,"NA-3807-R06-001","38NNH2776658398",NA,"NA-3807-R06-001",0,"Z-52",c(45.24974, 2.33778)
4541,4544,"Garas Wiine","UNDP - 2006, UNDP - 1997","Settlement","Bakool","Xudur","Verified",43.48478,4.26505,"NB-3813-T33-001","38NLK3183871590",NA,"NB-3813-T33-001",0,"P-42",c(43.48478, 4.26505)
4541,4544,"Garas Wiine","UNDP - 2006, UNDP - 1997","Settlement","Bakool","Xudur","Verified",43.48478,4.26505,"NB-3813-T33-001","38NLK3183871590",NA,"NB-3813-T33-001",0,"P-42",c(43.48478, 4.26505)
4565,4568,"Garasley","UNDP - 1997","Settlement","Lower Shabelle","Afgooye","Verified",45.24847,2.42005,"NA-3807-P06-002","38NNH2762467492",NA,"NA-3807-P06-002",0,"AA-51",c(45.24847, 2.42005)
4579,4582,"Garas-Wayn","UNDP - 2006","Settlement","Lower Shabelle","Baraawe","Verified",43.68728,0.9581,"NA-3814-B05-001","38NLG5393405926",NA,"NA-3814-B05-001",0,"Q-58",c(43.68728, 0.9581)
4583,4586,"Garawlay","UNDP - 2006, UNDP - 1997, FSAU","Settlement","Lower Shabelle","Kurtunwaarey","Verified",44.29532,1.65594,"NA-3810-J18-003","38NMG2161783045",NA,"NA-3810-J18-003",0,"U-55",c(44.29532, 1.65594)
4610,4613,"Garfale","UNDP - 2006","Settlement","Lower Shabelle","Wanla Weyn","Verified",45.0429,2.636,"NA-3807-J01-004","38NNH0476891359",NA,"NA-3807-J01-004",0,"Y-50",c(45.0429, 2.636)
4640,4643,"Garsaale","UNDP - 2006, UNDP - 1997, FSAU","Settlement","Middle Shabelle","Balcad","Verified",45.37315,2.63631,"NA-3807-J09-002","38NNH4147891399",NA,"NA-3807-J09-002",0,"AA-50",c(45.37315, 2.63631)
4651,4654,"Garshiin","UNDP - 1997","Settlement","Lower Shabelle","Marka","Verified",44.725769,1.77849,"NA-3810-F27-011","38NMG6949996579",NA,"NA-3810-F27-011",0,"W-54",c(44.725769, 1.77849)
4697,4700,"Geed Bured","UNDP - 2006, UNDP - 1997","Settlement","Bakool","Xudur","Verified",43.84751,3.92481,"NA-3802-B08-002","38NLK7204633904",NA,"NA-3802-B08-002",0,"R-44",c(43.84751, 3.92481)
4765,4768,"Gershiine","KEMRI - 2007","Settlement","Lower Shabelle","Marka","Verified",44.70168,1.7767,"NA-3810-F27-009","38NMG6682096382",NA,"NA-3810-F27-009",0,"W-54",c(44.70168, 1.7767)
4902,4905,"Gol-Weyn","KEMRI - 2007, UNDP - 2006, UNDP - 1997","Settlement","Lower Shabelle","Marka","Verified",44.57828,1.65667,"NA-3810-J24-004","38NMG5309283117",NA,"NA-3810-J24-004",0,"W-55",c(44.57828, 1.65667)
4931,4934,"Goob-Weyne","UNDP - 2006, UNDP - 1997, FSAU","Settlement","Bay","Baidoa","Verified",43.5833,3.23856,"NA-3802-U02-011","38NLJ4259058071",NA,"NA-3802-U02-011",0,"P-47",c(43.5833, 3.23856)
4940,4943,"Goof Guduud","UNDP - 1997, FSAU","Settlement","Bay","Baidoa","Verified",43.473148,3.31817,"NA-3801-S33-002","38NLJ3036266892",NA,"NA-3801-S33-002",0,"P-47",c(43.473148, 3.31817)
4940,4943,"Goof Guduud","UNDP - 1997, FSAU","Settlement","Bay","Baidoa","Verified",43.473148,3.31817,"NA-3801-S33-002","38NLJ3036266892",NA,"NA-3801-S33-002",0,"P-47",c(43.473148, 3.31817)
4940,4943,"Goof Guduud","UNDP - 1997, FSAU","Settlement","Bay","Baidoa","Verified",43.473148,3.31817,"NA-3801-S33-002","38NLJ3036266892",NA,"NA-3801-S33-002",0,"P-47",c(43.473148, 3.31817)
4941,4944,"Goof Yarow","UNDP - 2006","Settlement","Bay","Baidoa","Verified",43.29882,3.05862,"NA-3801-Y29-005","38NLJ1094138222",NA,"NA-3801-Y29-005",0,"O-48",c(43.29882, 3.05862)
4965,4968,"Goorisine","UNDP - 2006, UNDP - 1997, FSAU","Settlement","Bay","Baidoa","Verified",43.4188,2.94519,"NA-3805-B32-005","38NLJ2426025659",NA,"NA-3805-B32-005",0,"O-48",c(43.4188, 2.94519)
5039,5042,"Gudo","UNDP - 2006, UNDP - 1997, FSAU","Settlement","Bakool","Tayeeglow","Verified",44.35509,4.10561,"NB-3814-X19-001","38NMK2841953829",NA,"NB-3814-X19-001",0,"U-42",c(44.35509, 4.10561)
5043,5046,"Guduudo Dhunte","UNDP - 1997, FSAU","Settlement","Bay","Baidoa","Verified",43.18782,2.79967,"NA-3805-E27-002","38NKJ9855509605",NA,"NA-3805-E27-002",0,"N-49",c(43.18782, 2.79967)
5090,5093,"Gurabow","UNDP - 1997","Settlement","Bakool","Waajid","Verified",43.730122,3.90471,"NA-3802-C06-001","38NLK5900831700",NA,"NA-3802-C06-001",0,"Q-43",c(43.730122, 3.90471)
5096,5099,"Gurbaan","UNDP - 2006","Settlement","Bay","Diinsoor","Verified",42.46941,2.22296,"NA-3805-U11-001","38NKH1852745946",NA,"NA-3805-U11-001",0,"J-52",c(42.46941, 2.22296)
5157,5160,"Haawaay","UNDP - 2006, UNDP - 1997, FSAU","Settlement","Lower Shabelle","Baraawe","Verified",43.71413,1.1682,"NA-3810-V05-002","38NLG5693229154","Haaway","NA-3810-V05-002",0,"Q-57",c(43.71413, 1.1682)
5177,5180,"Habey Gare","UNDP - 1997","Settlement","Bay","Buur Hakaba","Verified",43.925331,2.93813,"NA-3806-B10-003","38NLJ8056524811",NA,"NA-3806-B10-003",0,"S-48",c(43.925331, 2.93813)
5267,5270,"Haranka","UNDP - 2006","Settlement","Lower Shabelle","Qoryooley","Verified",44.62886,2.1238,"NA-3806-X25-006","38NMH5872934749",NA,"NA-3806-X25-006",0,"W-52",c(44.62886, 2.1238)
5282,5285,"Hareeri Jiroon","UNDP - 2006","Settlement","Bay","Qansax Dheere","Verified",42.9667,2.82772,"NA-3805-E22-002","38NKJ7397012748",NA,"NA-3805-E22-002",0,"M-49",c(42.9667, 2.82772)
5307,5310,"Hargeysa","UNDP - 1997, FSAU","Settlement","Middle Juba","Jilib","Verified",42.703461,0.4473,"NA-3813-P16-007","38NKF4439149480",NA,"NA-3813-P16-007",0,"K-61",c(42.703461, 0.4473)
5313,5316,"Hariir Dheere","UNDP - 2006","Settlement","Bay","Baidoa","Verified",43.51613,3.35154,"NA-3802-R01-006","38NLJ3514470574",NA,"NA-3802-R01-006",0,"P-47",c(43.51613, 3.35154)
5412,5415,"Hereerra Jiifa","UNDP - 1997","Settlement","Bay","Baidoa","Verified",43.460651,3.24287,"NA-3801-U33-001","38NLJ2896058568",NA,"NA-3801-U33-001",0,"P-47",c(43.460651, 3.24287)
5453,5456,"Hinshiloole","UNDP - 2006","Settlement","Bay","Baidoa","Verified",43.28687,3.14641,"NA-3801-W29-003","38NLJ0962847932",NA,"NA-3801-W29-003",0,"O-47",c(43.28687, 3.14641)
5455,5458,"Hobinsha","UNDP - 1997","Settlement","Bay","Baidoa","Verified",43.800079,3.58859,"NA-3802-K07-001","38NLJ6672996739",NA,"NA-3802-K07-001",0,"R-45",c(43.800079, 3.58859)
5456,5459,"Hobiyoow","UNDP - 2006","Settlement","Bay","Baidoa","Verified",43.5005,3.13591,"NA-3802-W01-008","38NLJ3337246735",NA,"NA-3802-W01-008",0,"P-48",c(43.5005, 3.13591)
5476,5479,"Hoobishe","UNDP - 2006","Settlement","Bakool","Tayeeglow","Verified",44.32348,3.91399,"NA-3802-C19-006","38NMK2489232650",NA,"NA-3802-C19-006",0,"U-43",c(44.32348, 3.91399)
5542,5545,"Hurway","UNDP - 1997","Settlement","Middle Shabelle","Jowhar","Verified",45.546581,3.1297,"NA-3803-W13-001","38NNJ6073145945",NA,"NA-3803-W13-001",0,"AB-48",c(45.546581, 3.1297)
5605,5608,"Iidlow Abow","UNDP - 2006, UNDP - 1997","Settlement","Bay","Baidoa","Verified",43.54223,3.13972,"NA-3802-W01-016","38NLJ3801147149",NA,"NA-3802-W01-016",0,"P-48",c(43.54223, 3.13972)
5610,5613,"Iidow Guudow","UNDP - 2006, UNDP - 1997","Settlement","Lower Shabelle","Afgooye","Verified",44.74878,2.26815,"NA-3806-T28-001","38NMH7206750702",NA,"NA-3806-T28-001",0,"W-52",c(44.74878, 2.26815)
5655,5658,"Imilow","UNDP - 2006, FSAU","Settlement","Bakool","Rab Dhuure","Verified",43.22133,4.27265,"NB-3813-T27-001","38NLK0259372493",NA,"NB-3813-T27-001",0,"N-42",c(43.22133, 4.27265)
5714,5717,"Isgooy","UNDP - 2006","Settlement","Bay","Baidoa","Verified",43.4282,3.3529,"NA-3801-R32-004","38NLJ2537370740",NA,"NA-3801-R32-004",0,"O-46",c(43.4282, 3.3529)
5755,5758,"Ismail","UNDP - 2006","Settlement","Bakool","Xudur","Verified",44.14022,4.04282,"NB-3814-Y15-003","38NMK0456046911",NA,"NB-3814-Y15-003",0,"T-43",c(44.14022, 4.04282)
5819,5822,"Jamaame","UNDP - 1997, FSAU","District Capital","Lower Juba","Jamaame","Verified",42.738201,0.06916,"NA-3813-Y17-003","38NKF4825207650","Jamaame","NA-3813-Y17-003",0,"K-63",c(42.738201, 0.06916)
5819,5822,"Jamaame","UNDP - 1997, FSAU","District Capital","Lower Juba","Jamaame","Verified",42.738201,0.06916,"NA-3813-Y17-003","38NKF4825207650","Jamaame","NA-3813-Y17-003",0,"K-63",c(42.738201, 0.06916)
5819,5822,"Jamaame","UNDP - 1997, FSAU","District Capital","Lower Juba","Jamaame","Verified",42.738201,0.06916,"NA-3813-Y17-003","38NKF4825207650","Jamaame","NA-3813-Y17-003",0,"K-63",c(42.738201, 0.06916)
5819,5822,"Jamaame","UNDP - 1997, FSAU","District Capital","Lower Juba","Jamaame","Verified",42.738201,0.06916,"NA-3813-Y17-003","38NKF4825207650","Jamaame","NA-3813-Y17-003",0,"K-63",c(42.738201, 0.06916)
5819,5822,"Jamaame","UNDP - 1997, FSAU","District Capital","Lower Juba","Jamaame","Verified",42.738201,0.06916,"NA-3813-Y17-003","38NKF4825207650","Jamaame","NA-3813-Y17-003",0,"K-63",c(42.738201, 0.06916)
5857,5860,"Jana Cabdalle","UNDP - 1997, FSAU","Settlement","Lower Juba","Afmadow","Verified",42.287022,0.02819,"NA-3813-Z07-001","38NJF9799903119",NA,"NA-3813-Z07-001",0,"I-63",c(42.287022, 0.02819)
5858,5861,"Janaale","KEMRI - 2007, UNDP - 2006, UNDP - 1997","Settlement","Lower Shabelle","Marka","Verified",44.69345,1.80953,"NA-3810-E27-003","38NMH6590500010",NA,"NA-3810-E27-003",0,"W-54",c(44.69345, 1.80953)
5858,5861,"Janaale","KEMRI - 2007, UNDP - 2006, UNDP - 1997","Settlement","Lower Shabelle","Marka","Verified",44.69345,1.80953,"NA-3810-E27-003","38NMH6590500010",NA,"NA-3810-E27-003",0,"W-54",c(44.69345, 1.80953)
5893,5896,"Jeerow","UNDP - 2006, UNDP - 1997","Settlement","Lower Shabelle","Qoryooley","Verified",44.4982,1.69101,"NA-3810-H22-004","38NMG4418586915",NA,"NA-3810-H22-004",0,"V-55",c(44.4982, 1.69101)
5942,5945,"Jiiro Gurey","UNDP - 2006, FSAU","Settlement","Bay","Baidoa","Verified",43.2709,3.2024,"NA-3801-V28-004","38NLJ0786354127",NA,"NA-3801-V28-004",0,"O-47",c(43.2709, 3.2024)
5954,5957,"Jilib","UNDP - 1997, FSAU","District Capital","Middle Juba","Jilib","Verified",42.770199,0.49345,"NA-3813-N17-005","38NKF5182554582","Jilib","NA-3813-N17-005",0,"L-61",c(42.770199, 0.49345)
5954,5957,"Jilib","UNDP - 1997, FSAU","District Capital","Middle Juba","Jilib","Verified",42.770199,0.49345,"NA-3813-N17-005","38NKF5182554582","Jilib","NA-3813-N17-005",0,"L-61",c(42.770199, 0.49345)
5954,5957,"Jilib","UNDP - 1997, FSAU","District Capital","Middle Juba","Jilib","Verified",42.770199,0.49345,"NA-3813-N17-005","38NKF5182554582","Jilib","NA-3813-N17-005",0,"L-61",c(42.770199, 0.49345)
5956,5959,"Jilibey","UNDP - 1997","Settlement","Bay","Baidoa","Verified",43.612011,3.62327,"NA-3802-K03-001","38NLK4584300603",NA,"NA-3802-K03-001",0,"Q-45",c(43.612011, 3.62327)
6009,6012,"Juwaarey","UNDP - 1997","Settlement","Bay","Diinsoor","Verified",42.804199,1.97184,"NA-3809-A18-001","38NKH5574518109",NA,"NA-3809-A18-001",0,"L-54",c(42.804199, 1.97184)
6131,6134,"Kamsuuma","UNDP - 1997","Settlement","Lower Juba","Jamaame","Verified",42.77512,0.24935,"NA-3813-U18-006","38NKF5236627581",NA,"NA-3813-U18-006",0,"L-63",c(42.77512, 0.24935)
6206,6209,"Kerow-Malaaq","UNDP - 2006","Settlement","Bay","Baidoa","Verified",43.4773,3.28633,"NA-3801-T33-008","38NLJ3081863371",NA,"NA-3801-T33-008",0,"P-47",c(43.4773, 3.28633)
6209,6212,"Khalafow","UNDP - 2006","Settlement","Middle Shabelle","Jowhar","Verified",45.4203,2.77233,"NA-3807-F10-004","38NNJ4671406436",NA,"NA-3807-F10-004",0,"AA-49",c(45.4203, 2.77233)
6235,6238,"Kismayo","UNDP - 2006, UNDP - 1997, FSAU","Regional Capital","Lower Juba","Kismayo","Verified",42.546261,-0.36029,"SA-3801-J13-001","38MKE2688160140","Kismaayo (Chisimayu)","SA-3801-J13-001",0,"J-66",c(42.546261, -0.36029)
6235,6238,"Kismayo","UNDP - 2006, UNDP - 1997, FSAU","Regional Capital","Lower Juba","Kismayo","Verified",42.546261,-0.36029,"SA-3801-J13-001","38MKE2688160140","Kismaayo (Chisimayu)","SA-3801-J13-001",0,"J-66",c(42.546261, -0.36029)
6235,6238,"Kismayo","UNDP - 2006, UNDP - 1997, FSAU","Regional Capital","Lower Juba","Kismayo","Verified",42.546261,-0.36029,"SA-3801-J13-001","38MKE2688160140","Kismaayo (Chisimayu)","SA-3801-J13-001",0,"J-66",c(42.546261, -0.36029)
6235,6238,"Kismayo","UNDP - 2006, UNDP - 1997, FSAU","Regional Capital","Lower Juba","Kismayo","Verified",42.546261,-0.36029,"SA-3801-J13-001","38MKE2688160140","Kismaayo (Chisimayu)","SA-3801-J13-001",0,"J-66",c(42.546261, -0.36029)
6235,6238,"Kismayo","UNDP - 2006, UNDP - 1997, FSAU","Regional Capital","Lower Juba","Kismayo","Verified",42.546261,-0.36029,"SA-3801-J13-001","38MKE2688160140","Kismaayo (Chisimayu)","SA-3801-J13-001",0,"J-66",c(42.546261, -0.36029)
6243,6246,"Koban","FSAU","Settlement","Bay","Qansax Dheere","Verified",43.07743,2.69596,"NA-3805-H24-001","38NKH8626198155",NA,"NA-3805-H24-001",0,"N-50",c(43.07743, 2.69596)
6247,6250,"Kobi Goodi","UNDP - 2006","Settlement","Bay","Baidoa","Verified",43.5759,3.14795,"NA-3802-W02-014","38NLJ4175448054",NA,"NA-3802-W02-014",0,"Q-47",c(43.5759, 3.14795)
6247,6250,"Kobi Goodi","UNDP - 2006","Settlement","Bay","Baidoa","Verified",43.5759,3.14795,"NA-3802-W02-014","38NLJ4175448054",NA,"NA-3802-W02-014",0,"Q-47",c(43.5759, 3.14795)
6247,6250,"Kobi Goodi","UNDP - 2006","Settlement","Bay","Baidoa","Verified",43.5759,3.14795,"NA-3802-W02-014","38NLJ4175448054",NA,"NA-3802-W02-014",0,"Q-47",c(43.5759, 3.14795)
6247,6250,"Kobi Goodi","UNDP - 2006","Settlement","Bay","Baidoa","Verified",43.5759,3.14795,"NA-3802-W02-014","38NLJ4175448054",NA,"NA-3802-W02-014",0,"Q-47",c(43.5759, 3.14795)
6297,6300,"Korkoor","FSAU","Settlement","Bakool","Xudur","Verified",44.08892,3.95912,"NA-3802-A13-005","38NLK9885537664",NA,"NA-3802-A13-005",0,"S-43",c(44.08892, 3.95912)
6298,6301,"Korkor","UNDP - 1997","Settlement","Bakool","Waajid","Verified",43.586609,3.6412,"NA-3802-J02-001","38NLK4302402590",NA,"NA-3802-J02-001",0,"P-45",c(43.586609, 3.6412)
6321,6324,"Korunbod","UNDP - 1997, FSAU","Settlement","Bay","Qansax Dheere","Verified",43.0783,2.80338,"NA-3805-E24-001","38NKJ8637610035",NA,"NA-3805-E24-001",0,"M-49",c(43.0783, 2.80338)
6356,6359,"Kulmis","UNDP - 1997, FSAU","Settlement","Middle Shabelle","Jowhar","Verified",45.533642,2.93425,"NA-3807-B12-006","38NNJ5930424339",NA,"NA-3807-B12-006",0,"AB-49",c(45.533642, 2.93425)
6366,6369,"Kulunjerer","UNDP - 2006, FSAU","Settlement","Bakool","Waajid","Verified",43.58765,3.90312,"NA-3802-C02-001","38NLK4318731550",NA,"NA-3802-C02-001",0,"Q-43",c(43.58765, 3.90312)
6390,6393,"Kurman","UNDP - 1997","Settlement","Bay","Diinsoor","Verified",42.86869,2.48088,"NA-3805-N20-003","38NKH6300474404",NA,"NA-3805-N20-003",0,"L-51",c(42.86869, 2.48088)
6390,6393,"Kurman","UNDP - 1997","Settlement","Bay","Diinsoor","Verified",42.86869,2.48088,"NA-3805-N20-003","38NKH6300474404",NA,"NA-3805-N20-003",0,"L-51",c(42.86869, 2.48088)
6396,6399,"Kurto","UNDP - 2006, UNDP - 1997, FSAU","Settlement","Bay","Baidoa","Verified",43.35523,3.57966,"NA-3801-L30-001","38NLJ1730795828",NA,"NA-3801-L30-001",0,"O-45",c(43.35523, 3.57966)
6425,6428,"Kuunyo","UNDP - 1997","Settlement","Bay","Buur Hakaba","Verified",44.22496,2.92815,"NA-3806-B16-005","38NMJ1386623681",NA,"NA-3806-B16-005",0,"T-49",c(44.22496, 2.92815)
6463,6466,"Laambuul","UNDP - 1997","Settlement","Bay","Buur Hakaba","Verified",44.146049,2.97579,"NA-3806-A15-005","38NMJ0510028953",NA,"NA-3806-A15-005",0,"T-49",c(44.146049, 2.97579)
6472,6475,"Laan Garas","UNDP - 2006","Settlement","Bay","Baidoa","Verified",43.16237,3.48037,"NA-3801-N26-001","38NKJ9585784888",NA,"NA-3801-N26-001",0,"N-46",c(43.16237, 3.48037)
6495,6498,"Laanti-Garaska","UNDP - 2006","Settlement","Bay","Baidoa","Verified",43.43159,3.3021,"NA-3801-S32-003","38NLJ2574165122",NA,"NA-3801-S32-003",0,"P-47",c(43.43159, 3.3021)
6534,6537,"Labaatan Jirow","UNDP - 2006, UNDP - 1997","Settlement","Bay","Baidoa","Verified",43.75718,3.53851,"NA-3802-M06-002","38NLJ6195691209",NA,"NA-3802-M06-002",0,"Q-45",c(43.75718, 3.53851)
6534,6537,"Labaatan Jirow","UNDP - 2006, UNDP - 1997","Settlement","Bay","Baidoa","Verified",43.75718,3.53851,"NA-3802-M06-002","38NLJ6195691209",NA,"NA-3802-M06-002",0,"Q-45",c(43.75718, 3.53851)
6569,6572,"Lafaale","UNDP - 2006, FSAU","Settlement","Bay","Baidoa","Verified",43.1646,3.58941,"NA-3801-K26-001","38NKJ9612996947",NA,"NA-3801-K26-001",0,"N-45",c(43.1646, 3.58941)
6603,6606,"Lama-Waab","UNDP - 2006, UNDP - 1997","Settlement","Middle Shabelle","Jowhar","Verified",45.53382,2.86787,"NA-3807-D12-011","38NNJ5932717002",NA,"NA-3807-D12-011",0,"AB-49",c(45.53382, 2.86787)
6609,6612,"Lamo Warood","UNDP - 2006, FSAU","Settlement","Bay","Diinsoor","Verified",42.9721,2.51773,"NA-3805-M22-001","38NKH7451478461",NA,"NA-3805-M22-001",0,"M-50",c(42.9721, 2.51773)
6743,6746,"Lowiley","UNDP - 2006","Settlement","Bay","Baidoa","Verified",43.51119,3.0091,"NA-3802-Z01-003","38NLJ3454032711",NA,"NA-3802-Z01-003",0,"P-48",c(43.51119, 3.0091)
6820,6823,"Macalin Yusuf","UNDP - 2006, FSAU","Settlement","Bakool","Rab Dhuure","Verified",43.21626,3.99154,"NA-3801-A27-002","38NLK0196041406",NA,"NA-3801-A27-002",0,"N-43",c(43.21626, 3.99154)
6849,6852,"Madax Waraabe","UNDP - 1997","Settlement","Bakool","Xudur","Verified",43.911861,4.12423,"NB-3814-X10-001","38NLK7922155941",NA,"NB-3814-X10-001",0,"S-42",c(43.911861, 4.12423)
6858,6861,"Mad-Foodey","UNDP - 2006, FSAU","Settlement","Bakool","Waajid","Verified",43.3099,3.81364,"NA-3801-E29-001","38NLK1232021712",NA,"NA-3801-E29-001",0,"O-44",c(43.3099, 3.81364)
6864,6867,"Madhooka","UNDP - 1997","Settlement","Middle Juba","Jilib","Verified",42.764061,0.54895,"NA-3813-L17-002","38NKF5114360722",NA,"NA-3813-L17-002",0,"L-61",c(42.764061, 0.54895)
6873,6876,"Madiini","UNDP - 2006, UNDP - 1997","Settlement","Bay","Baidoa","Verified",43.70892,2.90021,"NA-3806-C05-002","38NLJ5650520644",NA,"NA-3806-C05-002",0,"Q-48",c(43.70892, 2.90021)
6924,6927,"Maguurta","UNDP - 2006, UNDP - 1997","Settlement","Bay","Baidoa","Verified",43.45845,2.99609,"NA-3805-A33-012","38NLJ2867631281",NA,"NA-3805-A33-012",0,"P-48",c(43.45845, 2.99609)
6930,6933,"Mahadaay","UNDP - 2006, UNDP - 1997, FSAU","Settlement","Middle Shabelle","Jowhar","Verified",45.53468,2.97043,"NA-3807-A12-003","38NNJ5941728339","Mahadday Weym","NA-3807-A12-003",0,"AB-49",c(45.53468, 2.97043)
6930,6933,"Mahadaay","UNDP - 2006, UNDP - 1997, FSAU","Settlement","Middle Shabelle","Jowhar","Verified",45.53468,2.97043,"NA-3807-A12-003","38NNJ5941728339","Mahadday Weym","NA-3807-A12-003",0,"AB-49",c(45.53468, 2.97043)
6954,6957,"Makiinay Mogow","UNDP - 2006","Settlement","Bay","Baidoa","Verified",43.4504,3.31477,"NA-3801-S32-011","38NLJ2783366520",NA,"NA-3801-S32-011",0,"P-47",c(43.4504, 3.31477)
6955,6958,"Makiiney","UNDP - 2006","Settlement","Bay","Baidoa","Verified",43.38323,2.92614,"NA-3805-B31-002","38NLJ2030323558",NA,"NA-3805-B31-002",0,"O-48",c(43.38323, 2.92614)
7000,7003,"Manaas","UNDP - 1997, FSAU","Settlement","Bay","Baidoa","Verified",43.46664,2.8936,"NA-3805-C33-001","38NLJ2957119947",NA,"NA-3805-C33-001",0,"P-49",c(43.46664, 2.8936)
